'headings','words','POStags' 
'Concurrent use may increase the effects of sympathomimetics or thyroid hormone. Thyroid hormones may increase the risk of coronary insufficiency when sympathomimetic agents are administered to patients with coronary artery disease.','Concurrent|use|may|increase|the|effects|of|sympathomimetics|or|thyroid|hormone.|Thyroid|hormones|may|increase|the|risk|of|coronary|insufficiency|when|sympathomimetic|agents|are|administered|to|patients|with|coronary|artery|disease|.','JJ|NN|MD|VB|DT|NNS|IN|NNS|CC|JJ|NN|NN|NNS|MD|VB|DT|NN|IN|JJ|NN|WRB|JJ|NNS|VBP|VBN|TO|NNS|IN|JJ|NN|NN|.'
'Concurrent use may produce marked hypertension and tachycardia; cautious administration to patients receiving thyroid hormone therapy is recommended.','Concurrent|use|may|produce|marked|hypertension|and|tachycardia|;|cautious|administration|to|patients|receiving|thyroid|hormone|therapy|is|recommended|.','JJ|NN|MD|VB|JJ|NN|CC|NN|:|JJ|NN|TO|NNS|VBG|NN|NN|NN|VBZ|VBN|.'
"'Concurrent use may reduce the efficacy of levothyroxine by binding and delaying or preventing absorption, potentially resulting in hypothyroidism.Calcium carbonate may form an insoluble chelate with levothyroxine, and ferrous sulfate likely forms a ferric-thyroxine complex.Administer levothyroxine at least 4 hours apart from these agents. Patients treated concomitantly with orlistat and levothyroxine should be monitored for changes in thyroid function.'","'Concurrent|use|may|reduce|the|efficacy|of|levothyroxine|by|binding|and|delaying|or|preventing|absorption|,|potentially|resulting|in|hypothyroidism.Calcium|carbonate|may|form|an|insoluble|chelate|with|levothyroxine|,|and|ferrous|sulfate|likely|forms|a|ferric-thyroxine|complex.Administer|levothyroxine|at|least|4|hours|apart|from|these|agents.|Patients|treated|concomitantly|with|orlistat|and|levothyroxine|should|be|monitored|for|changes|in|thyroid|function|.'","'JJ|NN|MD|VB|DT|NN|IN|NN|IN|VBG|CC|VBG|CC|VBG|NN|,|RB|VBG|IN|NN|NN|MD|VB|DT|JJ|NN|IN|NN|,|CC|JJ|NN|RB|VBZ|DT|JJ|NN|NN|IN|JJS|CD|NNS|RB|IN|DT|NN|NNS|VBN|RB|IN|NN|CC|NN|MD|VB|VBN|IN|NNS|IN|JJ|NN|.'"
"'Concurrent use may reduce the efficacy of levothyroxine by binding and delaying or preventing absorption, potentially resulting in hypothyroidism. Calcium carbonate may form an insoluble chelate with levothyroxine, and ferrous sulfate likely forms a ferric-thyroxine complex. Administer levothyroxine at least 4 hours apart from these agents. Patients treated concomitantly with orlistat and levothyroxine should be monitored for changes in thyroid function.'","'Concurrent|use|may|reduce|the|efficacy|of|levothyroxine|by|binding|and|delaying|or|preventing|absorption|,|potentially|resulting|in|hypothyroidism.|Calcium|carbonate|may|form|an|insoluble|chelate|with|levothyroxine|,|and|ferrous|sulfate|likely|forms|a|ferric-thyroxine|complex.|Administer|levothyroxine|at|least|4|hours|apart|from|these|agents.|Patients|treated|concomitantly|with|orlistat|and|levothyroxine|should|be|monitored|for|changes|in|thyroid|function|.'","'JJ|NN|MD|VB|DT|NN|IN|NN|IN|VBG|CC|VBG|CC|VBG|NN|,|RB|VBG|IN|NN|NN|NN|MD|VB|DT|JJ|NN|IN|NN|,|CC|JJ|NN|RB|VBZ|DT|JJ|NN|NNP|NN|IN|JJS|CD|NNS|RB|IN|DT|NN|NNS|VBN|RB|IN|NN|CC|NN|MD|VB|VBN|IN|NNS|IN|JJ|NN|.'"
"'Concurrent use of tri/tetracyclic antidepressants and levothyroxine may increase the therapeutic and toxic effects of both drugs, possibly due to increased receptor sensitivity to catecholamines.Toxic effects may include increased risk of cardiac arrhythmias and CNS stimulation; onset of action oftricyclics may be accelerated.Administration of sertraline in patients stabilized on levothyroxine may result in increased levothyroxine requirements.'","'Concurrent|use|of|tri/tetracyclic|antidepressants|and|levothyroxine|may|increase|the|therapeutic|and|toxic|effects|of|both|drugs|,|possibly|due|to|increased|receptor|sensitivity|to|catecholamines.Toxic|effects|may|include|increased|risk|of|cardiac|arrhythmias|and|CNS|stimulation|;|onset|of|action|oftricyclics|may|be|accelerated.Administration|of|sertraline|in|patients|stabilized|on|levothyroxine|may|result|in|increased|levothyroxine|requirements|.'","'JJ|NN|IN|JJ|NNS|CC|NN|MD|VB|DT|JJ|CC|JJ|NNS|IN|DT|NNS|,|RB|JJ|TO|VBN|NN|NN|TO|JJ|NNS|MD|VB|VBN|NN|IN|JJ|NNS|CC|NN|NN|:|NN|IN|NN|NNS|MD|VB|NN|IN|NN|IN|NNS|VBN|IN|NN|MD|VB|IN|VBN|NN|NNS|.'"
"'Concurrent use of tri/tetracyclic antidepressants and levothyroxine may increase the therapeutic and toxic effects of both drugs, possibly due to increased receptor sensitivity to catecholamines.Toxic effects may include increased risk of cardiac arrhythmias and CNS stimulation; onset of action of tricyclics may be accelerated. Administration of sertraline in patients stabilized on levothyroxine may result in increased levothyroxine requirements.'","'Concurrent|use|of|tri/tetracyclic|antidepressants|and|levothyroxine|may|increase|the|therapeutic|and|toxic|effects|of|both|drugs|,|possibly|due|to|increased|receptor|sensitivity|to|catecholamines.Toxic|effects|may|include|increased|risk|of|cardiac|arrhythmias|and|CNS|stimulation|;|onset|of|action|of|tricyclics|may|be|accelerated.|Administration|of|sertraline|in|patients|stabilized|on|levothyroxine|may|result|in|increased|levothyroxine|requirements|.'","'JJ|NN|IN|JJ|NNS|CC|NN|MD|VB|DT|JJ|CC|JJ|NNS|IN|DT|NNS|,|RB|JJ|TO|VBN|NN|NN|TO|JJ|NNS|MD|VB|VBN|NN|IN|JJ|NNS|CC|NN|NN|:|NN|IN|NN|IN|NNS|MD|VB|JJ|NN|IN|NN|IN|NNS|VBN|IN|NN|MD|VB|IN|VBN|NN|NNS|.'"
'Contraindicated','Contraindicated','VBN'
"'cyclosporine , glimepiride , glipizide , glyburide , levothyroxine , olmesartan medoxomil , and oral contraceptives containing ethinyl estradiol and norethindrone\c\a\a\aa\aa'","'cyclosporine|,|glimepiride|,|glipizide|,|glyburide|,|levothyroxine|,|olmesartan|medoxomil|,|and|oral|contraceptives|containing|ethinyl|estradiol|and|norethindrone'","'NN|,|NN|,|NN|,|NN|,|NN|,|NN|NN|,|CC|JJ|NNS|VBG|NN|NN|CC|NN'"
"'cyclosporinec, glimepiridea, glipizidea, glyburidea,levothyroxinea, olmesartan medoxomila, and oralcontraceptives containing ethinyl estradiol andnorethindronea'","'cyclosporinec|,|glimepiridea|,|glipizidea|,|glyburidea|,|levothyroxinea|,|olmesartan|medoxomila|,|and|oralcontraceptives|containing|ethinyl|estradiol|andnorethindronea'","'NN|,|NN|,|NN|,|NN|,|NN|,|NN|NN|,|CC|NNS|VBG|NN|NN|NN'"
'Cytokines- Interferon-?- Interleukin-2','Cytokines-|Interferon-|?|-|Interleukin-2','NN|NN|.|HYPH|NN'
'Cytokines- Interferon-?- Interleukin-2','Cytokines-|Interferon-|?|-|Interleukin-2','NN|NN|.|HYPH|NN'
'Cytokines - Interferon-? - Interleukin-2','Cytokines|-|Interferon-|?|-|Interleukin-2','NNS|HYPH|NN|.|HYPH|NN'
'Cytokines- Interferon-?- Interleukin-2','Cytokines-|Interferon-|?|-|Interleukin-2','NN|NN|.|HYPH|NN'
"'Decrease ciprofloxacin absorption, resulting in lower serum and urine levels'","'Decrease|ciprofloxacin|absorption|,|resulting|in|lower|serum|and|urine|levels'","'NN|NN|NN|,|VBG|IN|JJR|NN|CC|NN|NNS'"
"'Decrease ciprofloxacin absorption, resulting in lower serum and urine levels '","'Decrease|ciprofloxacin|absorption|,|resulting|in|lower|serum|and|urine|levels'","'NN|NN|NN|,|VBG|IN|JJR|NN|CC|NN|NNS'"
"'Decrease ciprofloxacin absorption, resulting in lower serum and urine levels '","'Decrease|ciprofloxacin|absorption|,|resulting|in|lower|serum|and|urine|levels'","'NN|NN|NN|,|VBG|IN|JJR|NN|CC|NN|NNS'"
'Decreased lamotrigine AUCapproximately 32%.','Decreased|lamotrigine|AUCapproximately|32|%|.','VBN|NN|RB|CD|NN|.'
'Decreased lamotrigine concentrationapproximately 50%.','Decreased|lamotrigine|concentrationapproximately|50|%|.','VBN|NN|RB|CD|NN|.'
'Decreased lamotrigine concentrationsapproximately 50%.Decrease in levonorgestrel component by 19%.','Decreased|lamotrigine|concentrationsapproximately|50|%|.Decrease|in|levonorgestrel|component|by|19|%|.','VBN|NN|RB|CD|NN|NN|IN|NN|NN|IN|CD|NN|.'
'Decreased theophylline clearance may occur in hypothyroid patients; clearance returns to normal when the euthyroid state is achieved.','Decreased|theophylline|clearance|may|occur|in|hypothyroid|patients|;|clearance|returns|to|normal|when|the|euthyroid|state|is|achieved|.','VBN|NN|NN|MD|VB|IN|JJ|NNS|:|NN|NNS|TO|JJ|WRB|DT|JJ|NN|VBZ|VBN|.'
'Decreases tubular reabsorption; clinical toxicity from methotrexate can result.','Decreases|tubular|reabsorption|;|clinical|toxicity|from|methotrexate|can|result|.','VBZ|JJ|NN|:|JJ|NN|IN|NN|MD|VB|.'
'diarrhea elevated temperature hepatic disorders infectious hepatitis jaundice','diarrhea|elevated|temperature|hepatic|disorders|infectious|hepatitis|jaundice','NN|VBD|NN|JJ|NNS|JJ|NN|NN'
'diarrheaelevated temperaturehepatic disorders infectious hepatitis jaundice','diarrheaelevated|temperaturehepatic|disorders|infectious|hepatitis|jaundice','VBN|JJ|NNS|JJ|NN|NN'
'diarrheaelevated temperaturehepatic disordersinfectious hepatitisjaundice','diarrheaelevated|temperaturehepatic|disordersinfectious|hepatitisjaundice','VBN|JJ|JJ|NN'
'DigoxinEnalapril Iron Metoprolol Warfarin','DigoxinEnalapril|Iron|Metoprolol|Warfarin','NNP|NNP|NNP|NNP'
'DigoxinEnalaprilIronMetoprololWarfarin','DigoxinEnalaprilIronMetoprololWarfarin','NNP'
'diltiazem','diltiazem','NN'
'Do not co-administer nevirapine with atazanavir because nevirapine substantially decreases atazanavir exposure and there is a potential risk for nevirapine-associated toxicity due to increased nevirapine exposures.','Do|not|co-administer|nevirapine|with|atazanavir|because|nevirapine|substantially|decreases|atazanavir|exposure|and|there|is|a|potential|risk|for|nevirapine-associated|toxicity|due|to|increased|nevirapine|exposures|.','VBP|RB|VB|NN|IN|NN|IN|NN|RB|VBZ|NN|NN|CC|EX|VBZ|DT|JJ|NN|IN|JJ|NN|JJ|TO|VBN|NN|NNS|.'
'Dopamine/Dopamine AgonistsGlucocorticoidsOctreotide','Dopamine/Dopamine|AgonistsGlucocorticoidsOctreotide','NN|NN'
'Dopamine/Dopamine AgonistsGlucocorticoidsOctreotide','Dopamine/Dopamine|AgonistsGlucocorticoidsOctreotide','NN|NN'
'Dopamine/Dopamine Agonists Glucocorticoids Octreotide','Dopamine/Dopamine|Agonists|Glucocorticoids|Octreotide','NN|NNS|NNS|NN'
'Dopamine/Dopamine AgonistsGlucocorticoidsOctreotide','Dopamine/Dopamine|AgonistsGlucocorticoidsOctreotide','NN|NN'
'Doseadjustmentnotneeded','Doseadjustmentnotneeded','VBN'
'Doseadjustmentnot needed','Doseadjustmentnot|needed','RB|VBN'
'Doseadjustmentnotneeded','Doseadjustmentnotneeded','VBN'
'Doseadjustmentnotneeded','Doseadjustmentnotneeded','VBN'
'Dosing in adult patients: A dose adjustment of lopinavir/ritonavir to 500/125 mg tablets twice daily or 533/133 mg (6.5 mL) oral solution twice daily is recommended when used in combination with nevirapine. Neither lopinavir/ritonavir tablets nor oral solution should be administered once daily in combination with nevirapine. Dosing in pediatric patients: Please refer to the Kaletra prescribing information for dosing recommendations based on body surface area and body weight. Neither lopinavir/ritonavir tablets nor oral solution should be administered once daily in combination with nevirapine.','Dosing|in|adult|patients|:|A|dose|adjustment|of|lopinavir/ritonavir|to|500/125|mg|tablets|twice|daily|or|533/133|mg|(|6.5|mL|)|oral|solution|twice|daily|is|recommended|when|used|in|combination|with|nevirapine.|Neither|lopinavir/ritonavir|tablets|nor|oral|solution|should|be|administered|once|daily|in|combination|with|nevirapine.|Dosing|in|pediatric|patients|:|Please|refer|to|the|Kaletra|prescribing|information|for|dosing|recommendations|based|on|body|surface|area|and|body|weight.|Neither|lopinavir/ritonavir|tablets|nor|oral|solution|should|be|administered|once|daily|in|combination|with|nevirapine|.','VBG|IN|JJ|NNS|:|DT|NN|NN|IN|NN|TO|CD|NN|NNS|RB|RB|CC|CD|NN|(|CD|NN|)|JJ|NN|RB|RB|VBZ|VBN|WRB|VBN|IN|NN|IN|NN|CC|NN|NNS|CC|JJ|NN|MD|VB|VBN|RB|RB|IN|NN|IN|JJ|NNP|IN|JJ|NNS|:|NN|VBP|TO|DT|NNP|VBG|NN|IN|NN|NNS|VBN|IN|NN|NN|NN|CC|NN|NN|CC|NN|NNS|CC|JJ|NN|MD|VB|VBN|RB|RB|IN|NN|IN|NN|.'
'Dosing in adult patients:A dose adjustment of lopinavir/ritonavir to 500/125 mg tablets twice daily or 533/133 mg (6.5 mL) oral solution twice daily is recommended when used in combination with nevirapine. Neither lopinavir/ritonavir tablets nor oral solution should be administered once daily in combination with nevirapine.','Dosing|in|adult|patients|:|A|dose|adjustment|of|lopinavir/ritonavir|to|500/125|mg|tablets|twice|daily|or|533/133|mg|(|6.5|mL|)|oral|solution|twice|daily|is|recommended|when|used|in|combination|with|nevirapine.|Neither|lopinavir/ritonavir|tablets|nor|oral|solution|should|be|administered|once|daily|in|combination|with|nevirapine|.','VBG|IN|JJ|NNS|:|DT|NN|NN|IN|NN|TO|CD|NN|NNS|RB|RB|CC|CD|NN|(|CD|NN|)|JJ|NN|RB|RB|VBZ|VBN|WRB|VBN|IN|NN|IN|NN|CC|NN|NNS|CC|JJ|NN|MD|VB|VBN|RB|RB|IN|NN|IN|NN|.'
'Dosing in pediatric patients:Please refer to the Kaletra prescribing information for dosing recommendations based on body surface area and body weight.Neither lopinavir/ritonavir tablets nor oral solution should be administered once daily in combination with nevirapine.','Dosing|in|pediatric|patients|:|Please|refer|to|the|Kaletra|prescribing|information|for|dosing|recommendations|based|on|body|surface|area|and|body|weight.Neither|lopinavir/ritonavir|tablets|nor|oral|solution|should|be|administered|once|daily|in|combination|with|nevirapine|.','VBG|IN|JJ|NNS|:|NN|VBP|TO|DT|NNP|VBG|NN|IN|NN|NNS|VBN|IN|NN|NN|NN|CC|NN|CC|NN|NNS|CC|JJ|NN|MD|VB|VBN|RB|RB|IN|NN|IN|NN|.'
"'Dosing of Vardenafil 5 mgand Alpha-BlockerSeparated by 6 Hours,Placebo-Subtracted'","'Dosing|of|Vardenafil|5|mgand|Alpha-BlockerSeparated|by|6|Hours|,|Placebo-Subtracted'","'NNP|IN|NNP|CD|NN|JJ|IN|CD|NNPS|,|JJ'"
'Dosing of Vardenafil and Alpha-Blocker Separated by 6 Hours','Dosing|of|Vardenafil|and|Alpha-Blocker|Separated|by|6|Hours','NNP|IN|NNP|CC|NNP|VBN|IN|CD|NNS'
'Donotexceed10mgsimvastatindaily','Donotexceed10mgsimvastatindaily','RB'
'Donotexceed20mgsimvastatindaily','Donotexceed20mgsimvastatindaily','RB'
'Donotexceed8mg/day','Donotexceed8mg/day','NNP'
'Donotexceed8mg/day','Donotexceed8mg/day','NNP'
'Donotexceed8mg/day','Donotexceed8mg/day','NNP'
'Donotexceed8mg/day','Donotexceed8mg/day','NNP'
"'Drug Interactions Associated with Increased Risk of Myopathy/Rhabdomyolysis (2.6, 5.1, 7, 12.3)'","'Drug|Interactions|Associated|with|Increased|Risk|of|Myopathy/Rhabdomyolysis|(|2.6|,|5.1|,|7|,|12.3|)'","'NN|NNS|VBN|IN|VBN|NN|IN|NN|(|CD|,|CD|,|CD|,|CD|)'"
"'Drug Interactions Associated with Increased Risk of Myopathy/Rhabdomyolysis ( , , , )\2.6\5.1\7\12.3'","'Drug|Interactions|Associated|with|Increased|Risk|of|Myopathy/Rhabdomyolysis|(|,|,|,|)|\2.6\5.1\7\12.3'","'NN|NNS|VBN|IN|VBN|NN|IN|NN|(|,|,|,|)|.'"
"'Drug Interactions Associated with Increased Risk of Myopathy/Rhabdomyolysis (2.6, 5.1, 7, 12.3)'","'Drug|Interactions|Associated|with|Increased|Risk|of|Myopathy/Rhabdomyolysis|(|2.6|,|5.1|,|7|,|12.3|)'","'NN|NNS|VBN|IN|VBN|NN|IN|NN|(|CD|,|CD|,|CD|,|CD|)'"
'Efavirenz* ','Efavirenz*','NNP'
'Effect\Average effect on steady state theophylline concentration or other clinical effect for pharmacologic interactions. Individual patients may experience larger changes in serum theophylline concentration than the value listed. ','Effect\Average|effect|on|steady|state|theophylline|concentration|or|other|clinical|effect|for|pharmacologic|interactions.|Individual|patients|may|experience|larger|changes|in|serum|theophylline|concentration|than|the|value|listed|.','NN|NN|IN|JJ|NN|NN|NN|CC|JJ|JJ|NN|IN|JJ|NN|JJ|NNS|MD|VB|JJR|NNS|IN|NN|NN|NN|IN|DT|NN|VBN|.'
'EffectAverage effect on steady state theophylline concentration or other clinical effect for pharmacologic interactions. Individual patients may experience larger changes in serum theophylline concentration than the value listed.','EffectAverage|effect|on|steady|state|theophylline|concentration|or|other|clinical|effect|for|pharmacologic|interactions.|Individual|patients|may|experience|larger|changes|in|serum|theophylline|concentration|than|the|value|listed|.','NN|NN|IN|JJ|NN|NN|NN|CC|JJ|JJ|NN|IN|JJ|NN|JJ|NNS|MD|VB|JJR|NNS|IN|NN|NN|NN|IN|DT|NN|VBN|.'
'Ergot alkaloids: Ergotamine','Ergot|alkaloids|:|Ergotamine','NN|NNS|:|NN'
'Estrogen-containing oral','Estrogen-containing|oral','JJ|JJ'
'Estrogens (oral)','Estrogens|(|oral|)','NNS|(|JJ|)'
"'Excessive use of thyroid hormones with growth hormones may accelerate epiphyseal closure.However, untreated hypothyroidism may interfere with growth response to growth hormone.'","'Excessive|use|of|thyroid|hormones|with|growth|hormones|may|accelerate|epiphyseal|closure.However|,|untreated|hypothyroidism|may|interfere|with|growth|response|to|growth|hormone|.'","'JJ|NN|IN|JJ|NNS|IN|NN|NNS|MD|VB|NN|RB|,|JJ|NN|MD|VB|IN|NN|NN|TO|NN|NN|.'"
"'Excessive use of thyroid hormones with growth hormones may accelerate epiphyseal closure. However, untreated hypothyroidism may interfere with growth response to growth hormone.'","'Excessive|use|of|thyroid|hormones|with|growth|hormones|may|accelerate|epiphyseal|closure.|However|,|untreated|hypothyroidism|may|interfere|with|growth|response|to|growth|hormone|.'","'JJ|NN|IN|JJ|NNS|IN|NN|NNS|MD|VB|JJ|NN|RB|,|JJ|NN|MD|VB|IN|NN|NN|TO|NN|NN|.'"
"'ForpatientswithHoFH,donotexceed20mgsimvastatindaily*'","'ForpatientswithHoFH|,|donotexceed20mgsimvastatindaily*'","'NN|,|NN'"
'Fosamprenavir*','Fosamprenavir*','NNP'
'Fosamprenavir/ Ritonavir*','Fosamprenavir/|Ritonavir*','NNP|NNP'
'Furosemide ( > 80 mg IV)HeparinHydantoinsNon Steroidal Anti-lnflammatory Drugs- Fenamates- PhenylbutazoneSalicylates ( > 2 g/day)','Furosemide|(|>|80|mg|IV|)|HeparinHydantoinsNon|Steroidal|Anti-lnflammatory|Drugs-|Fenamates-|PhenylbutazoneSalicylates|(|>|2|g/day|)','NN|(|SYM|CD|NN|CD|)|NNP|NNP|JJ|NNP|NNP|NNP|(|JJR|CD|NN|)'
'Furosemide ( > 80 mg IV)HeparinHydantoinsNon Steroidal Anti-lnflammatory Drugs- Fenamates- PhenylbutazoneSalicylates ( > 2 g/day)','Furosemide|(|>|80|mg|IV|)|HeparinHydantoinsNon|Steroidal|Anti-lnflammatory|Drugs-|Fenamates-|PhenylbutazoneSalicylates|(|>|2|g/day|)','NN|(|SYM|CD|NN|CD|)|NNP|NNP|JJ|NNP|NNP|NNP|(|JJR|CD|NN|)'
'Furosemide ( > 80 mg IV) Heparin Hydantoins Non Steroidal Anti-lnflammatory Drugs - Fenamates - Phenylbutazone Salicylates ( > 2 g/day)','Furosemide|(|>|80|mg|IV|)|Heparin|Hydantoins|Non|Steroidal|Anti-lnflammatory|Drugs|-|Fenamates|-|Phenylbutazone|Salicylates|(|>|2|g/day|)','NN|(|SYM|CD|NN|CD|)|NNP|NNP|NNP|NNP|NNP|NNP|HYPH|NNP|HYPH|NN|NNS|(|JJR|CD|NN|)'
'Furosemide ( > 80 mg IV) Heparin Hydantoins Non Steroidal Anti-lnflammatory Drugs - Fenamates - Phenylbutazone Salicylates ( > 2 g/day)','Furosemide|(|>|80|mg|IV|)|Heparin|Hydantoins|Non|Steroidal|Anti-lnflammatory|Drugs|-|Fenamates|-|Phenylbutazone|Salicylates|(|>|2|g/day|)','NN|(|SYM|CD|NN|CD|)|NNP|NNP|NNP|NNP|NNP|NNP|HYPH|NNP|HYPH|NN|NNS|(|JJR|CD|NN|)'
'Furosemide ( > 80 mg IV)HeparinHydantoinsNon Steroidal Anti-lnflammatory Drugs- Fenamates- PhenylbutazoneSalicylates ( > 2 g/day)','Furosemide|(|>|80|mg|IV|)|HeparinHydantoinsNon|Steroidal|Anti-lnflammatory|Drugs-|Fenamates-|PhenylbutazoneSalicylates|(|>|2|g/day|)','NN|(|SYM|CD|NN|CD|)|NNP|NNP|JJ|NNP|NNP|NNP|(|JJR|CD|NN|)'
'Furosemide ( > 80 mg IV)HeparinHydantoinsNon SteroidalAnti-lnflammatory Drugs- Fenamates- PhenylbutazoneSalicylates ( > 2 g/day)','Furosemide|(|>|80|mg|IV|)|HeparinHydantoinsNon|SteroidalAnti-lnflammatory|Drugs-|Fenamates-|PhenylbutazoneSalicylates|(|>|2|g/day|)','NN|(|SYM|CD|NN|CD|)|NNP|JJ|NNP|NNP|NNP|(|JJR|CD|NN|)'
'Growth Hormones- Somatrem- Somatropin','Growth|Hormones-|Somatrem-|Somatropin','NN|NNP|NNP|NNP'
'Growth Hormones- Somatrem- Somatropin','Growth|Hormones-|Somatrem-|Somatropin','NN|NNP|NNP|NNP'
'Growth Hormones - Somatrem - Somatropin','Growth|Hormones|-|Somatrem|-|Somatropin','NN|NNS|HYPH|NN|HYPH|NN'
'Growth Hormones- Somatrem- Somatropin','Growth|Hormones-|Somatrem-|Somatropin','NN|NNP|NNP|NNP'
'Heroin / Methadone','Heroin|/|Methadone','NN|SYM|NN'
'hyperthyroidism poor nutritional state steatorrhea vitamin K deficiency','hyperthyroidism|poor|nutritional|state|steatorrhea|vitamin|K|deficiency','NN|JJ|JJ|NN|NN|NN|NN|NN'
'hyperthyroidismpoor nutritional statesteatorrheavitamin K deficiency','hyperthyroidismpoor|nutritional|statesteatorrheavitamin|K|deficiency','JJ|JJ|NN|NN|NN'
'Hypoglycemia potentiated','Hypoglycemia|potentiated','NN|VBD'
'Hypoglycemia potentiated.','Hypoglycemia|potentiated|.','NN|VBD|.'
"'Hypoglycemia sometimes severe has been reported when ciprofloxacin and oral antidiabetic agents, mainly sulfonylureas (for example, glyburide, glimepiride), were co-administered, presumably by intensifying the action of the oral antidiabetic agent. Fatalities have been reported. Monitor blood glucose when ciprofloxacin is co-administered with oral antidiabetic drugs. [See Adverse Reactions (6.1).] '","'Hypoglycemia|sometimes|severe|has|been|reported|when|ciprofloxacin|and|oral|antidiabetic|agents|,|mainly|sulfonylureas|(|for|example|,|glyburide|,|glimepiride|)|,|were|co-administered|,|presumably|by|intensifying|the|action|of|the|oral|antidiabetic|agent.|Fatalities|have|been|reported.|Monitor|blood|glucose|when|ciprofloxacin|is|co-administered|with|oral|antidiabetic|drugs.|[|See|Adverse|Reactions|(|6.1|)|.|]'","'NN|RB|JJ|VBZ|VBN|VBN|WRB|NN|CC|JJ|JJ|NNS|,|RB|NNS|(|IN|NN|,|NN|,|NN|)|,|VBD|VBN|,|RB|IN|VBG|DT|NN|IN|DT|JJ|JJ|NN|NNS|VBP|VBN|VBN|NNP|NN|NN|WRB|NN|VBZ|VBN|IN|JJ|JJ|NN|(|NN|JJ|NNS|(|CD|)|.|)'"
